DPA_DESPRO,DPA_DESCAN,DPA_DESPAR,DPA_PARROQ,"ACTUAL
CDD","ACTUAL
SPI","ACTUAL
Amenaz Tendencia Heladas_parr","ACTUAL
Amenaza Tendencia Lluvias_parr","ACTUAL
Tendencia OlasCalor_parr","ACTUAL
Indice multiamenaza",Exposicion pasto (%),Cabezas de ganado parroquia,Productores parroquia,Indice de tenencia (numero de cabezas de ganado/numero de productores).,Numero socios MAG-MIES-SEPS,Numero de productores,Indice de asociatividad (numero de socios/numero de productores),capacidad de uso de la tierra_parr (SEN1),Degradacion_parr,UBAS,PASTOS,CULT. ASOC,Defor_2014_2016,Indi_ heladas_CIIFEN,Porc_inund,Conflicto gente fauna,% Poblacion migrante masc,% poblacion dedicada a agri y gan. ,Nivel de pobreza por consumo,Tasa de dependencia por edad,Tasa de analfabetismo funcional,Deficit habitacional cualitativo,Deficit de servicios residenciales basicos,Numero de empleados remunerados,Numero de asociaciones MAG-MIES-SEPS,Grado de organizacion (numero de empleados remunerados)/numero de asociaciones,Capacidad de gestion (% ejecucion presupuesto anual),Infraestructura multiproposito_riego,Porc_riego,Porc_Cobert_Nat,Indice de red hidrica,Presencia de sociobosque (%),Pend_parr,Indice de red vial,Herramientas de planificacion CC,Cobertura movil por parroquia,Estimado de volumen de credito,Sistemas productivos pecuarios,Disponibilidad de pronostico del clima,Existencia de camales  vacas/mes,Existencia de CAB,Existencia de CAL capacidad litros,Red monitoreo hidrometeorologico,UMVMAG,Velocidad Infiltracion
GUAYAS,GUAYAQUIL,GUAYAQUIL,90150,0,-0.559,0,0.548930396,0.597753337,922.7142,2.2,8960,341,26.276,75,91,0.82,1.93,2.5,2252,5341.22,0,7719.64,0,49.97,0,2.26,1.53,13.97,526,8.9,37.1,43.6,3,5,0.6,0.84,0,0.29,51.03,1344,0,0,361.4969,3,1.83,9847377.03,0,1,6566,0,0,15,5,0.44
GUAYAS,GUAYAQUIL,JUAN_GOMEZ_RENDON_(PROGRESO),90152,0.013455128,-0.407,0,0.485828068,0.682693871,27.4485,1.46,35,3,11.667,0,3,0,0,2.5,35,470.25,0,1777.46,0,13.22,0,0.29,25.7,19.74,673,16.2,47.7,99.1,0,0,0,0.34,0,8.78,70.08,109,0,5,136.01,3,0.98,858904.11,0,1,0,0,0,6,5,0.01
GUAYAS,GUAYAQUIL,MORRO,90153,0.099682051,-0.488,0,0.423489672,0.682666091,187.7633,0.04,314,18,17.444,18,18,1,0,2.5,314,11.72,300,681.33,0,46.78,0,0.19,46.3,25.69,685,22.5,51.9,90.1,0,1,0,1,0,25.96,56.06,135,0,0,48.5665,3,0.34,652788.18,0,1,0,0,0,2,5,0.6
GUAYAS,GUAYAQUIL,POSORJA,90156,0,-0.511,0,0.38250255,0.682672254,0,0,0,0,0,0,0,0,0,2.5,0,0,0,13.28,0,30.14,0,0.61,21.5,21.39,683,17.8,46.2,71.8,0,0,0,1,0,0,64.57,25,0,0,7.97,3,0.92,1457732.56,0,1,102,0,0,0,5,1.48
GUAYAS,GUAYAQUIL,PUNA,90157,0,-0.535,0,0.341515428,0.682678418,65.2286,0.47,132,2,66,2,2,1,5.83,2.5,132,415.5,0,1377.18,0,36.41,0,0.36,60.09,26.17,712,31.3,45,99.4,3,1,3,0.74,0,0,73.32,290,8.4313,0,249.995,3,0,1142617.35,0,1,0,0,0,1,5,0.65
GUAYAS,GUAYAQUIL,TENGUEL,90158,0,-0.488,0,0.479551326,0.682740693,577.6,14.91,1444,31,46.581,0,31,0,64.42,2.5,1444,2069.89,0,14.69,0,58.27,0,0.96,60.65,18.99,664,19.3,46.9,85,0,0,0,1,0,0,3.36,57,0,0,47.6002,3,1.97,2033591.47,3,1,0,0,0,2,5,0.57
GUAYAS,ALFREDO_BAQUERIZO_MORENO,ALFREDO_BAQUERIZO_MORENO_(JUJAN),90250,0,-0.511,0,1.099283607,0.597811654,626.0286,4.68,1534,103,14.893,16,103,0.16,0,2.5,1534,1023.95,500,0,0,100,0,0.5,52.55,36.12,656,18.8,40.9,99.3,2,1,2,0.84,0,6.73,0.16,71,0,0,110.1149,2,4.27,2213.28,0,1,0,0,0,0,5,0.15
GUAYAS,BALAO,BALAO,90350,0,-0.507,0,0.508538623,0.597757,5820.4571,23.89,14489,74,195.797,0,74,0,52.31,2.5,14489,9773.76,4800,14.34,0,40.96,0,1.11,63.35,33.56,633,21.7,49,98.3,0,0,0,0.84,0,0,1.66,256,0,6,73.6,2,8.07,1106.64,3,1,159,0,0,2,5,1.64
GUAYAS,BALZAR,BALZAR,90450,0,-0.621,0,1.729814232,0.59780208,17917.6857,39.94,44701,1386,32.252,259,1386,0.19,19.1,2.5,44701,47427.36,0,104.85,0,13.01,0,1.51,46.89,42.45,710,27.4,41.9,88,12,7,1.71,0.84,0,0,13.19,672,0,3,768.3,2,13.68,502749.99,3,1,287,1,9000,2,5,0.05
GUAYAS,COLIMES,COLIMES,90550,0,-0.601,0,1.264925378,0.597782805,6483.7142,13.06,16085,682,23.585,113,682,0.17,0,2.5,16085,7114.4,8700,323.33,0,24.03,0,0.38,59.84,44.37,725,30.1,36.2,91.4,4,5,0.8,0.84,0,2.11,27.77,261,0,10,349.5,2,8.31,228760.43,2,1,194,0,0,2,5,0
GUAYAS,COLIMES,SAN_JACINTO,90551,0,-0.589,0,1.093528502,0.597779529,62.1428,14.09,0,0,0,0,0,0,0,2.5,0,3007.43,0,229.25,0,35.6,0,0.37,67.82,47.64,752,32.7,34.4,99.9,0,0,0,1,0,6.08,37.77,112,0,4,150.38,2,4.25,91620.53,2,1,0,0,0,0,5,0.17
GUAYAS,DAULE,DAULE,90650,0,-0.578,0,0.922131627,0.597776253,2639.2,5.6,6598,433,15.238,288,433,0.67,0,2.5,6598,1195.18,4800,18.63,0,73.49,0,1.27,22,22.25,584,17.3,30.9,73.1,9,7,1.29,0.84,0,11.93,3.11,124,0,1,112.61,2,2.66,24072.67,0,1,1138,0,0,1,5,0
GUAYAS,DAULE,JUAN_BAUTISTA_AGUIRRE_(LOS_TINTOS),90652,0.217807051,-0.616,0,0.932694548,0.597793679,2400,24.86,6000,359,16.713,218,359,0.61,0,2.5,6000,1232.32,4500,0,0,100,0,0.35,56.24,31.45,645,22,29.3,100,5,8,0.63,0.75,0,0.22,1.22,13,0,1,35.52,2,1.26,3869.19,2,1,0,0,0,0,5,0
GUAYAS,DAULE,LAUREL,90653,0.087552244,-0.619,0,0.841307137,0.59778763,548,5.71,1370,171,8.012,171,171,1,0,2.5,1370,208.77,1500,0,0,27.62,0,0.41,56.05,35.91,654,28.2,35.5,99.6,0,6,0,0.71,0,0,1.8,22,0,1,11.77,2,2.87,6925.87,0,1,0,0,0,0,5,0
GUAYAS,DAULE,LIMONAL,90654,0.087552244,-0.619,0,0.841307137,0.59778763,27.2,1.52,68,12,5.667,0,12,0,0,2.5,68,73.11,0,0,0,75.35,0,0.31,61.66,35.5,671,24,36.4,100,0,0,0,0.89,0,0.95,4.27,27,0,1,30.71,2,0.74,6764.8,0,1,0,0,0,0,5,0
GUAYAS,DAULE,LOS_LOJAS_(ENRIQUE_BAQUERIZO_MORENO),90656,0,-0.623,0,0.749919726,0.597781581,1878.8,8.66,4697,251,18.713,92,251,0.37,0,2.5,4697,1025.99,3700,54.36,0,68.13,0,0.2,51.89,25.7,609,26.5,33.7,100,5,2,2.5,0.88,0,0.4,28.21,33,0,1,88.5,2,1.45,5618.95,0,1,0,0,0,0,5,0
GUAYAS,DURAN,ELOY_ALFARO_(DURAN),90750,0,-0.593,0,0.641312364,0.597779328,1864.4,4.39,4661,245,19.024,95,245,0.39,0,2.5,4661,1318.29,3200,3.65,0,90.57,0,2.1,2.98,9.46,545,9.4,33.3,70.2,1,1,1,0.84,0,0,10.83,132,0,0,108.95,2,1.96,16139.29,0,1,0,1,0,1,5,0.49
GUAYAS,EMPALME,VELASCO_IBARRA_(CAB._EL_EMPALME),90850,0,-0.623,0,2.493568045,0.512786084,2790,33.67,6975,221,31.561,44,221,0.2,4.47,2.5,6975,5861.81,0,33.3,0,9.43,0,1.02,26.96,35.27,677,20.8,47.6,96.7,2,1,2,0.84,0,0,3.88,90,0,0,124.98,2,0.33,145543.22,2,1,482,1,0,1,5,0.1
GUAYAS,EMPALME,GUAYAS_(PUEBLO_NUEVO),90851,0,-0.627,0,2.662418262,0.512776164,2755.2,21.9,6888,369,18.667,100,369,0.27,0,2.5,6888,8855.31,0,27,0,7.27,0,0.44,66.99,44.34,726,29,37.7,99.9,3,2,1.5,1,0,0,3.26,337,0,0,276.64,2,1.55,133370.08,2,0,0,0,0,1,5,0.06
GUAYAS,EMPALME,EL_ROSARIO,90852,0,-0.631,0,2.258930757,0.512778226,4547.2,51.42,11368,346,32.855,34,346,0.1,15.92,2.5,11368,7069.83,4000,0,0,1.28,0,0.82,62.75,41.28,757,30.7,41.2,99.8,4,1,4,1,0,0,2.35,88,0,3,93.43,2,0.76,65417.18,2,1,0,0,0,1,5,0.09
GUAYAS,EL_TRIUNFO,EL_TRIUNFO,90950,0,-0.501,0,0.767432583,0.597810507,2118.8,11.79,5297,138,38.384,42,138,0.3,0,2.5,5297,4662.5,0,211.65,0.65,38.79,0,2.3,41.3,24.27,687,18.7,41.3,82.9,1,1,1,0.84,0,0,10.06,188,0,0,168.29,2,5.31,4038.79,3,1,225,0,0,6,5,0.91
GUAYAS,MILAGRO,MILAGRO,91050,0,-0.523,0,0.972959412,0.59779072,190.4,1.98,476,25,19.04,0,25,0,0,2.33,476,436.84,0,0,0,89.57,0,2.19,15.6,19.61,587,12.2,40.7,87.9,0,0,0,0.84,0,3.93,0.24,68,0,1,122.69,2,0.34,15169.47,0,1,740,0,0,1,5,0.77
GUAYAS,MILAGRO,CHOBO,91051,0,-0.521,0,0.971794994,0.597799714,8,0.62,20,1,20,0,1,0,0,2.5,20,26.28,0,0,0,100,0,0.29,39.43,25.65,700,14.5,36.9,98.5,0,0,0,1,0,0,1.61,27,0,1,23.88,2,1.44,1433.21,0,1,0,0,0,0,5,1.61
GUAYAS,MILAGRO,MARISCAL_SUCRE_(HUAQUES),91053,0,-0.518,0,0.970630577,0.597808708,26.8,0.25,67,2,33.5,0,2,0,0,2.33,67,13.96,50,0,0,100,0,0.78,66.49,22.62,644,19.8,36.4,99.9,0,0,0,0.16,0,39.82,0.23,10,0,1,32.14,2,0.62,2391.82,0,1,0,0,0,1,5,0.26
GUAYAS,MILAGRO,ROBERTO_ASTUDILLO_(CAB._EN_CRUCE_DE_VENECIA),91054,0.005355128,-0.518,0,0.893943502,0.597806476,2.4,0.47,6,1,6,0,1,0,0,2.5,6,41.65,0,0,0,58.01,0,1.91,63.14,22.8,651,16.9,41.6,97.3,0,0,0,0.44,1,0.26,0.27,36,0,1,21.63,2,7.48,4582,0,0,0,0,0,0,5,0.74
GUAYAS,NARANJAL,NARANJAL,91150,0,-0.501,0,0.493321516,0.597771164,1954.4,12.82,4886,44,111.045,21,44,0.48,19.32,2.5,4886,6632.75,0,139.82,0,44.3,0,2.26,40.43,24.79,607,19,42.1,63.9,3,1,3,0.84,0,0,27.03,164,0.1825,6,92.9,2,3.17,5118.96,2,1,244,0,0,3,5,1.21
GUAYAS,NARANJAL,JESUS_MARIA,91151,0,-0.483,0,0.5439562,0.597784863,622.8,9.14,1557,27,57.667,0,27,0,5.09,2.5,1557,830.17,700,0.09,0,47.11,0,1.03,66.42,29.96,694,20.1,41.7,99.1,0,0,0,0.83,1,0,5.9,49,0,0,45.25,2,2.38,1356.68,0,1,0,0,0,0,5,1.17
GUAYAS,NARANJAL,SAN_CARLOS,91152,0,-0.498,0,0.545368291,0.597796836,431.2,6.29,1078,9,119.778,0,9,0,1.3,2.5,1078,564.06,400,0,0,35.44,0,1.42,70.67,31.42,694,20.8,45.4,98.4,0,0,0,1,1,0.36,4.65,57,0,0,29.07,2,1.82,1463.48,0,1,0,0,0,2,5,1.67
GUAYAS,NARANJAL,SANTA_ROSA_DE_FLANDES,91153,0,-0.52,0,0.563419148,0.597789287,604.8,2.25,1512,16,94.5,0,16,0,8.31,2.5,1512,259.97,1200,81.09,0,99.46,0,0.75,67.09,39.21,687,20.9,42.3,99.3,0,0,0,0.7,0,0,33.76,49,0,6,16.79,2,5.7,1160.77,0,1,0,0,0,0,5,1.57
GUAYAS,NARANJAL,TAURA,91154,0,-0.542,0,0.581470004,0.597781739,1509.2,1.83,3773,186,20.285,0,186,0,4.52,2.5,3773,1678.22,1900,442.88,0,79.8,0,0.39,76.73,39.54,691,25,35,99.3,0,0,0,1,1,15.38,29.58,300,0,0,166.64,2,0.97,2630.24,0,1,0,0,0,5,5,0.75
GUAYAS,NARANJITO,NARANJITO,91250,0,-0.523,0,0.946821391,0.597811063,226.8,2.26,567,14,40.5,0,14,0,21.45,2.5,567,509.1,0,87.49,1,24.61,0,2.3,42.33,27.18,614,17.5,44.6,74.4,0,0,0,0.84,1,3.76,5.05,89,0,5,53.4,2,4.4,10580.96,0,1,302,0,0,8,5,0.98
GUAYAS,PALESTINA,PALESTINA,91350,0.125778205,-0.623,0,1.209318729,0.597807178,2020,0.11,5050,470,10.745,164,470,0.35,0,2.5,5050,22.23,5000,1.26,0,16.12,0,0.57,45.58,34.39,652,25.6,38.4,83.8,4,4,1,0.84,1,0,21.74,101,0,0,164.57,2,5.58,7019.57,0,1,0,0,0,0,5,0
GUAYAS,PEDRO_CARBO,PEDRO_CARBO,91450,0.03824359,-0.314,0,0.833823459,0.682703649,5429.6,13.7,13574,1057,12.842,90,1057,0.09,0,2.5,13574,7053.99,6500,478.71,0,14.07,0,0.6,37.79,35.72,673,29.6,40.3,91.8,4,4,1,0.84,0,0,38.11,204,0.5459,6,254.57,3,3.46,27933.46,2,1,391,0,0,1,5,0.38
GUAYAS,PEDRO_CARBO,VALLE_DE_LA_VIRGEN,91451,0.000662821,-0.393,0,1.117540929,0.59776035,824,19.58,2060,184,11.196,107,184,0.58,0,2.5,2060,1980.02,0,0.09,0,22.78,0,0.25,71.11,49.49,756,37.2,30.5,98.9,5,4,1.25,1,1,0,3.72,35,0,4,45.87,3,0.22,8778.09,2,0,0,0,0,1,5,0.19
GUAYAS,PEDRO_CARBO,SABANILLA,91452,0.000345513,-0.319,0,0.81086525,0.597711184,293.6,6.55,734,60,12.233,0,60,0,0,2.5,734,2088.7,0,777.38,0,23.01,0,0.33,63.93,39.98,689,32.9,43.6,99.9,0,0,0,0.68,1,0,46.64,114,0,4,138.55,3,2.22,10395.1,0,1,0,0,0,0,5,0.49
GUAYAS,SAMBORONDON,SAMBORONDON,91650,0,-0.573,0,0.894069898,0.597786634,340.8,5.07,852,72,11.833,72,72,1,0,2.5,852,1129.01,0,39.42,0,90.19,0,2.06,16.7,13.16,521,11.7,21.4,41.4,3,3,1,0.84,1,9.63,6.69,112,0,0,127.26,2,3.66,14241.1,0,1,0,0,0,2,5,0.1
GUAYAS,SAMBORONDON,TARIFA,91651,0,-0.552,0,0.985206732,0.59778211,2729.6,15.64,6824,358,19.061,54,358,0.15,0,2.5,6824,2127.53,4700,0,0,98.74,0,0.28,50.36,29.8,637,21.6,39.2,97.4,1,2,0.5,1,0,58.32,1.38,47,0,1,60.5,2,2.07,13270.92,3,1,0,0,0,0,5,0.08
GUAYAS,SANTA_LUCIA,SANTA_LUCIA,91850,0,-0.532,0,1.076343566,0.597777585,2987.2,0.14,7468,886,8.429,297,886,0.34,0,2.5,7468,50.83,7400,13.5,0,38.92,0,0.29,56.46,39.61,635,24.7,37.8,94.5,7,7,1,0.84,0,9.76,30.77,155,0,3,237.18,2,0.97,1615.28,0,1,181,1,0,5,5,0
GUAYAS,SALITRE,EL_SALITRE_(LAS_RAMAS),91950,0,-0.593,0,1.040016533,0.597798492,4154,49.2,10535,1162,9.066,697,1143,0.61,0,2.5,10385,6450.6,3000,0,0,98.2,0,0.5,52.95,41.96,681,21,38,99.2,20,14,1.43,0.84,0,0,1.41,51,0,0,83.86,2,2.97,6939.64,2,1,159,1,0,2,5,1
GUAYAS,SALITRE,GRAL._VERNAZA_(DOS_ESTEROS),91951,0,-0.593,0,1.118870572,0.597800936,2169.6,33.94,5424,605,8.965,397,605,0.66,0,2.5,5424,2821.43,2000,0,0,98.67,0,0.34,72.39,42.39,714,23.4,34.7,99.7,12,10,1.2,1,0,0,1.45,46,0,0,38.55,2,1.25,3209.28,2,1,0,0,0,0,5,1.08
GUAYAS,SALITRE,LA_VICTORIA_(NAUZA),91952,0,-0.563,0,0.935249579,0.597798424,1095.2,9.33,2738,266,10.293,56,266,0.21,0,2,2738,760.76,2000,47.79,0,97.07,0,0.15,78.88,46.91,637,26.2,34.7,99.8,1,2,0.5,0.57,0,0,3.78,42,0,0,43.78,2,2.24,2378.88,0,1,0,0,0,0,5,0.82
GUAYAS,SALITRE,JUNQUILLAL,91953,0.169874359,-0.623,0,1.067870879,0.597797446,1476,11.03,3690,588,6.276,387,588,0.66,0,2.5,3690,1077,2400,0,0,44.49,0,0.2,78.14,49.93,673,29.3,36.2,99.9,13,10,1.3,0.81,0,0,8.4,31,0,0,48.38,2,3.81,4845.72,2,1,0,0,0,0,5,0.51
GUAYAS,SAN_JACINTO_DE_YAGUACHI,SAN_JACINTO_DE_YAGUACHI,92050,0,-0.571,0,0.79897539,0.597791894,0,2.78,3730,181,20.608,38,38,1,0,2.5,0,756.15,0,0,0,99.23,0,1.18,31.19,31.17,653,17.9,41.6,85.8,1,1,1,0.84,1,0,1.07,71,0,0,121.89,2,4.81,3023.9,0,1,0,1,0,1,5,0.41
GUAYAS,SAN_JACINTO_DE_YAGUACHI,GRAL._PEDRO_J._MONTERO_(BOLICHE),92053,0,-0.548,0,0.74855205,0.597792367,125.2,2.23,313,24,13.042,0,16,0,0,2.33,313,167.75,140,0,0,100,0,0.95,64.59,33.74,697,18.2,44.3,99.6,0,0,0,1,0,0,0.63,39,0,2,71.49,2,2.45,1928,0,1,0,0,0,0,5,1.41
GUAYAS,SAN_JACINTO_DE_YAGUACHI,YAGUACHI_VIEJO_(CONE),92055,0,-0.541,0,0.794583694,0.597792932,576,9.36,1440,75,19.2,0,75,0,0,2.5,1440,1017.27,400,0,0,100,0,0.19,66.36,38.78,692,19.2,37.8,99.7,0,0,0,0.9,0,0,1.08,15,0,1,38.1,2,5.12,2890.15,0,1,0,0,0,0,5,1.41
GUAYAS,SAN_JACINTO_DE_YAGUACHI,VIRGEN_DE_FATIMA,92056,0,-0.436,0,0.604942358,0.640213597,3.6,10.44,9,1,9,0,1,0,0,2.5,9,553.43,0,0,0,100,0,1.1,29.89,34.06,642,16.7,43.7,98.1,0,0,0,0.97,0,0,1.86,26,0,1,51.55,2,3.5,1544.79,2,1,0,0,0,2,5,0.89
GUAYAS,PLAYAS,GENERAL_VILLAMIL_(PLAYAS),92150,0.207874359,-0.331,0,0.415301022,0.682634262,256,0.28,640,13,49.231,13,13,1,0,2.5,640,75.56,550,703.67,0,40.76,0,0.94,14.9,21.16,639,15.8,43.7,79.5,1,1,1,0.84,0,19.08,81.69,150,3.7496,0,90.55,2,1.46,1784.24,0,0,0,0,0,1,5,0.34
GUAYAS,SIMON_BOLIVAR,SIMON_BOLIVAR,92250,0,-0.503,0,1.134153549,0.597813443,53.6,0.43,134,5,26.8,0,5,0,0,2.33,134,54.82,80,0,0,100,0,0.78,59.21,37.91,654,18.4,44.7,99.5,0,0,0,0.84,0,23.42,0.11,45,0,0,64.79,2,1.83,2429.01,0,1,0,0,0,1,5,0
GUAYAS,SIMON_BOLIVAR,CRNEL._LORENZO_DE_GARAICOA_(PEDREGAL),92251,0,-0.499,0,0.982889284,0.597811623,0,2.67,0,0,0,0,0,0,0.94,2.5,0,436.16,0,0,1,35.48,0,0.72,72.38,44.86,677,20,39.4,99.4,0,0,0,1,0,11.14,0.33,80,0,0,78.69,2,2.66,2218.67,0,0,0,0,0,1,5,0.09
GUAYAS,CRNEL._MARCELINO_MARIDUENA,CORONEL_MARCELINO_MARIDUENA_(SAN_CARLOS),92350,0,-0.496,0,0.83162502,0.597809804,198,3.96,495,20,24.75,0,20,0,8.83,2.5,495,1007.83,0,456.97,1,15.54,0,3.27,36.07,16.55,625,13.5,37.3,72.4,0,0,0,0.84,0,0,11.4,152,0,5,64.74,2,1.84,580.96,0,1,0,0,0,10,5,1.83
GUAYAS,LOMAS_DE_SARGENTILLO,LOMAS_DE_SARGENTILLO,92450,0,-0.526,0,0.817291656,0.597788852,1084.8,1.41,2712,187,14.503,18,187,0.1,0,2.5,2712,94.1,2600,0,0,33.75,0,0.52,38.74,31.29,650,27.7,40.6,99,1,1,1,0.84,0,0.78,9.69,35,0,4,46.4,2,7.55,23576.5,0,1,0,0,0,0,5,0.12
GUAYAS,NOBOL,NARCISA_DE_JESUS,92550,0,-0.556,0,0.802958293,0.597767901,1615.6,1.55,4039,191,21.147,35,191,0.18,0,2.5,4039,212.16,3700,130.85,0,47.55,0,0.68,33.33,30.99,647,20.4,4.4,87.4,2,1,2,0.84,1,5.13,25.91,56,0,1,35.04,2,1.4,0,0,1,980,0,0,1,5,0.01
GUAYAS,GNRAL._ANTONIO_ELIZALDE,GRAL._ANTONIO_ELIZALDE_(BUCAY),92750,0,-0.505,0,0.862809758,0.512826627,3705.2,33.46,9263,175,52.931,0,175,0,1.69,2.17,9263,5128.5,3800,51.43,1.33,5.47,0,2.7,40.22,19.64,709,16.7,38.4,69.5,0,0,0,0.84,1,0,19.19,83,0.089,0,50.02,2,3.9,123211.96,4,0,279,0,0,2,5,1.28
GUAYAS,ISIDRO_AYORA,ISIDRO_AYORA,92850,0,-0.373,0,0.776516318,0.597747906,2970.4,5.44,7426,622,11.939,139,622,0.22,0,2.5,7426,2653.5,4500,554.44,0,18.84,0,0.27,52.19,42.2,717,29,44.1,99.6,16,5,3.2,0.84,0,0,61.8,184,0.0257,4,113.08,3,3.06,3149.7,0,1,237,0,0,2,5,0.26
IMBABURA,IBARRA,SAN_MIGUEL_DE_IBARRA,100150,0,-0.227,-0.102308,0.560002032,0.227879538,1354.7689,8.89,4512,694,6.501,9,694,0.01,8.95,2.5,4512,2149.45,800,14.05,1.36,0.05,0,2.01,7.25,16.36,570,10.4,26.8,20.3,0,1,0,0.9,0,0,51.67,161,6.7852,0,152.22,0,16.02,863059.59,0,1,875,0,0,3,2,0.05
IMBABURA,IBARRA,AMBUQUI,100151,0,-0.237,-0.005712,0.503244094,0.227694292,93.3896,5.27,306,48,6.375,0,48,0,3.22,2.5,306,674.87,0,7.01,1.97,1.13,0,1.29,40.06,50.42,708,24.2,29.8,83.8,0,0,0,1,0,3.8,72.67,77,0.5485,0,78.21,0,16.69,186936.79,0,1,0,0,0,2,2,0.05
IMBABURA,IBARRA,ANGOCHAGUA,100152,0.008180769,-0.232,0,0.520940877,0.227719036,1289.0844,30.97,4276,702,6.091,114,702,0.16,15.92,2.5,4276,3714.78,0,8.73,1.93,0,6,0.86,40.86,61.31,917,42.4,26.1,95,13,3,4.33,1,0,0,47.01,73,17.4243,12,66.46,0,20.62,113594.3,3,1,0,0,4299,1,2,0.04
IMBABURA,IBARRA,CAROLINA,100153,0,-0.202,0,0.703815586,0.230646398,1279.2921,11.18,4264,196,21.755,0,196,0,4.59,2.5,4264,3496.58,0,195.19,1.42,0,0,0.14,78.51,70.63,826,27.5,37.3,92.8,0,0,0,0.09,0,0.35,58.96,167,1.8425,0,156.38,0,21.87,183213.76,0,1,0,0,0,3,2,0
IMBABURA,IBARRA,LA_ESPERANZA,100154,0.002760256,-0.176,0,0.888906849,0.203304453,399.4885,37.46,1328,337,3.941,0,337,0,41.34,2.5,1328,1282.2,0,0.63,1.67,0,0,0.71,13.7,45.38,695,29,31.1,76.8,0,0,0,1,0,0,21.71,21,0.2082,9,8.35,0,29.87,85944.18,1,1,0,0,230,0,2,0
IMBABURA,IBARRA,LITA,100155,0.007701282,-0.15,0,1.073998112,0.175962507,1153.8592,24.9,3845,210,18.31,0,210,0,25,2.5,3845,5019.87,0,535.11,1.33,0,0,0.39,66.92,74.73,900,31.4,44.2,85.5,0,0,0,0.93,0,0,47.75,125,7.1849,0,83.95,0,7.04,190946.7,2,0,0,0,0,2,2,0
IMBABURA,IBARRA,SALINAS,100156,0.012758333,-0.201,0,0.834417606,0.201840583,384.7781,12.04,1279,20,63.95,0,20,0,11.62,2.5,1279,481.9,350,0,1.42,0,0,0.45,48.26,35.13,653,16.2,42.3,46.2,0,1,0,0.83,0,55.25,9.36,41,0,0,24.11,0,0.45,71585.85,3,1,0,0,0,2,2,0
IMBABURA,IBARRA,SAN_ANTONIO,100157,0.017815385,-0.252,0,0.5948371,0.227718659,167.4631,8.75,551,134,4.112,0,134,0,17.83,2.33,551,238.58,150,0.43,1,0,0,1.23,13.11,30.11,632,14.2,37.7,41,0,0,0,1,0,0,17.25,18,0.1403,10,16.43,0,0.29,195716.51,0,0,0,0,0,0,2,0
IMBABURA,ANTONIO_ANTE,ATUNTAQUI,100250,0.000442308,-0.248,0,0.655877181,0.227720101,81.8342,9.87,262,84,3.119,0,84,0,12.95,2.33,262,259.86,0,0,1,11.8,0,1.24,10.41,26.73,628,12.6,35.1,29.8,0,0,0,0.9,0,0,13.57,12,0,10,18.68,0,0.94,41297.86,0,1,0,0,0,1,2,0.09
IMBABURA,ANTONIO_ANTE,IMBAYA_(SAN_LUIS_DE_COBUENDO),100251,0.000442308,-0.248,0,0.655877181,0.227720101,243.4122,27.49,797,23,34.652,0,23,0,0.45,2.33,797,329.21,200,0,1,2.71,0,1.07,48.83,39.75,634,17.3,39.7,93,0,0,0,1,0,0,12.34,8,0,10,8.84,0,0,10634,3,1,0,0,0,0,2,0.15
IMBABURA,ANTONIO_ANTE,SAN_FCO._DE_NATABUELA,100252,0.000442308,-0.248,0,0.655877181,0.227720101,95.3903,5.54,300,62,4.839,0,62,0,11.72,2.33,300,74.19,120,3.44,1,0,0,1.29,18.38,31.46,602,17.7,38.6,37.9,0,0,0,1,0,0,25.31,4,0,10,5.24,0,0,17685.22,0,1,624,0,0,0,2,0
IMBABURA,ANTONIO_ANTE,SAN_JOSE_DE_CHALTURA,100253,0.000442308,-0.248,0,0.655877181,0.227720101,55.8,20.05,186,37,5.027,0,37,0,0,1.5,186,275.63,0,0,1,6.15,0,0.86,32.26,37.44,659,16.6,37,57.1,0,0,0,1,0,0,15.7,5,0,10,6.94,0,2.93,17286.25,3,0,0,0,0,0,2,0.07
IMBABURA,ANTONIO_ANTE,SAN_ROQUE,100254,0.000442308,-0.248,0,0.655877181,0.227720101,271.5,18.79,905,280,3.232,0,280,0,27.2,2.33,905,312.44,300,0.37,1,0,0,1,19.9,54.71,754,27.1,34.9,62.4,0,0,0,1,0,0,9.01,9,0,8,13.7,0,0,34364.99,3,1,0,0,0,0,2,0
IMBABURA,COTACACHI,COTACACHI,100350,0,-0.245,0,0.716917262,0.227721544,140.1,14.65,1208,138,8.754,0,3,0,35.72,2.5,467,1040.52,0,32.31,1,0,0,1.51,13.95,41.62,739,28.2,31.9,49.5,0,0,0,0.9,1,0,31.48,50,0,14,24.71,0,0,206472.66,2,1,0,0,0,1,2,0
IMBABURA,COTACACHI,APUELA,100351,0.007396154,-0.23,0,0.818059251,0.227711315,692.7589,10.31,2309,179,12.899,0,179,0,12.97,2.5,2309,2268.78,0,287.55,1,0.43,26,1.06,71.67,75.19,1045,33.3,33.5,85.5,0,0,0,0.95,1,0,68.34,138,1.1781,18,47,0,2.9,112892.5,0,1,0,0,0,0,2,0
